25.610000 0.221634 3.479651   
28.430000 0.245561 3.140592  (111) 5.4397
42.490000 0.362357 2.128310  
47.290000 0.401069 1.922882  (220) 5.4387
56.110000 0.470319 1.639754  (113) 5.4384
69.120000 0.567269 1.359509  (400) 5.4380
76.360000 0.618134 1.247638  (133) 5.4383
88.020000 0.694784 1.109996  (224) 5.4378
94.950000 0.736982 1.046439  (115) 5.4375
106.690000 0.802245 0.961312 (440) 5.4380
114.090000 0.839098 0.919091 (135) 5.4374
